Application Number,InvoiceCode,TransactionID,PaidAmount,TransactionDate,Status
240110284696,NVS_240110284696_17143175571672,411920699163,2000,45411,Success
240110293395,NVS_240110293395_17143176572160,411920700156,1000,45411,Success
240110294847,NVS_240110294847_17143181571718,77916103237,500,45411,Success
240110254951,NVS_240110254951_17143183463421,411921711155,500,45411,Success
240110303672,NVS_240110303672_17143183903795,202448409265501,2000,45411,Success
240110314279,NVS_240110314279_17143184412374,77916122151,1000,45411,Success
240110315284,NVS_240110315284_17143187699256,77916163197,1000,45411,Success
240110305148,NVS_240110305148_17143187900593,411921719435,2000,45411,Success
240110314841,NVS_240110314841_17143189598511,411944850144,2000,45411,Success
240110315336,NVS_240110315336_17143191362336,411921723622,500,45411,Success
240110116636,NVS_240110116636_17143192627542,411921726742,500,45411,Success
240110249075,NVS_240110249075_17143193373870,202448409718877,1000,45411,Success
240110315200,NVS_240110315200_17143194303099,411954408158,2000,45411,Success
240110197869,NVS_240110197869_17143196052035,411921731068,2000,45411,Success
240110305638,NVS_240110305638_17143200656481,411921737845,500,45411,Success
240110315380,NVS_240110315380_17143211491635,77916389032,1000,45411,Success
240110296169,NVS_240110296169_17143211669343,411921754011,1000,45411,Success
240110244335,NVS_240110244335_17143213411983,202448489299026,1000,45411,Success
240110268521,NVS_240110268521_17143212759278,411921756300,1000,45411,Success
240110241690,NVS_240110241690_17143214751409,411903082939,1000,45411,Success
240110313381,NVS_240110313381_17143216529382,411921760633,1000,45411,Success
240110315512,NVS_240110315512_17143217840701,77916440951,1000,45411,Success
240110256196,NVS_240110256196_17143223172117,411922769424,1000,45411,Success
240110303972,NVS_240110303972_17143223916177,77916496793,1000,45411,Success
240110255632,NVS_240110255632_17143223745418,411922772008,1000,45411,Success
240110284281,NVS_240110284281_17143262580689,411923811291,1000,45411,Success
240110027764,NVS_240110027764_17143269740424,202448413575798,500,45411,Success
240110121278,NVS_240110121278_17143270727736,411923817338,3000,45411,Success
240110238413,NVS_240110238413_17143271329785,411923817670,1000,45411,Success
240110304654,NVS_240110304654_17143274939334,411923820175,1000,45411,Success
240110304069,NVS_240110304069_17143281957958,411923824355,1000,45411,Success
240110306300,NVS_240110306300_17143281163484,411923824462,1000,45411,Success
240110176691,NVS_240110176691_17143282734239,411923824808,1000,45411,Success
240110142498,NVS_240110142498_17143292056965,412096799464,2000,45412,Success
240110077984,NVS_240110077984_17143294199309,77916945752,1000,45412,Success
240110238491,NVS_240110238491_17143296168463,448663565893,500,45412,Success
240110282885,NVS_240110282885_17143296797998,412041615260,500,45412,Success
240110312730,NVS_240110312730_17143302187219,412000836490,500,45412,Success
240110255721,NVS_240110255721_17143304793106,202448515267437,500,45412,Success
240110309792,NVS_240110309792_17143309773482,412000839355,1000,45412,Success
240110312404,NVS_240110312404_17143311238654,412000839823,1000,45412,Success
240110085718,NVS_240110085718_17144100157376,412022779012,1000,45412,Success
240110314044,NVS_240110314044_17144100569767,412022779025,1000,45412,Success
240110059671,NVS_240110059671_17144100914374,202448505071399,1500,45412,Success
240110184999,NVS_240110184999_17144101378521,412064014354,3000,45412,Success
240110234871,NVS_240110234871_17144102688878,412022781883,500,45412,Success
240110252134,NVS_240110252134_17144103270147,412022782051,500,45412,Success
240110321318,NVS_240110321318_17144103874972,412022783438,500,45412,Success
240110104269,NVS_240110104269_17144105089194,412045006064,1000,45412,Success
240110127102,NVS_240110127102_17144104113634,412022784491,1000,45412,Success
240110083806,NVS_240110083806_17144105602561,77923092558,1000,45412,Success
240110178645,NVS_240110178645_17144108079238,412022788120,2000,45412,Success
240110317892,NVS_240110317892_17144108123891,412022788468,500,45412,Success
240110260545,NVS_240110260545_17144108756200,412037275005,1500,45412,Success
240110314081,NVS_240110314081_17144109205401,412022789633,500,45412,Success
240110261403,NVS_240110261403_17144109151644,77923118115,500,45412,Success
240110122069,NVS_240110122069_17144109822533,77923120397,1000,45412,Success
240110001606,NVS_240110001606_17144110055858,832834696,1000,45412,Success
240110243763,NVS_240110243763_17144112140453,412022792427,1000,45412,Success
240110141615,NVS_240110141615_17144111915343,412022792464,1000,45412,Success
240110315921,NVS_240110315921_17144112366533,412022792625,1000,45412,Success
240110245019,NVS_240110245019_17144111694419,202448505653003,2000,45412,Success
240110320457,NVS_240110320457_17144112648485,412022792934,500,45412,Success
240110296878,NVS_240110296878_17144790688719,202448639698054,500,45414,Success
240110324652,NVS_240110324652_17144793327289,412117516041,2000,45414,Success
240110227621,NVS_240110227621_17144793398870,202448660277200,1000,45414,Success
240110324480,NVS_240110324480_17144795436661,202448660214651,1000,45414,Success
240110324997,NVS_240110324997_17144795994619,412117521242,500,45414,Success
240110324602,NVS_240110324602_17144795546658,412117521610,500,45414,Success
240110204533,NVS_240110204533_17144796786007,77927480913,1000,45414,Success
240110312865,NVS_240110312865_17144797757204,412117524975,1000,45414,Success
240110019704,NVS_240110019704_17144798502707,412185617280,2000,45414,Success
240110313793,NVS_240110313793_17144798828412,412117526790,1500,45414,Success
240110030464,NVS_240110030464_17144798013489,412117526909,1500,45414,Success
240110321583,NVS_240110321583_17144799321292,412117527828,500,45414,Success
240110313403,NVS_240110313403_17144802645032,412118534335,1000,45414,Success
240110324738,NVS_240110324738_17144802446804,77927536677,1500,45414,Success
240110324562,NVS_240110324562_17144800955954,412118534789,1000,45414,Success
240110324897,NVS_240110324897_17144803299364,412118536413,1000,45414,Success
240110269196,NVS_240110269196_17144803786112,412118536983,2000,45414,Success
240110314962,NVS_240110314962_17144804295587,412118537916,3000,45414,Success
240110269306,NVS_240110269306_17144804029286,412118539996,1000,45414,Success
240110258966,NVS_240110258966_17144809612815,412118547874,500,45414,Success
240110306015,NVS_240110306015_17144810910825,412118550829,1000,45414,Success
240110314588,NVS_240110314588_17144811283578,833395002,500,45414,Success
240110233273,NVS_240110233273_17144811087619,202448659344621,2000,45414,Success
240110232625,NVS_240110232625_17144813890319,412118556718,1000,45414,Success
240110270422,NVS_240110270422_17144814621050,412118558338,500,45414,Success
240110324657,NVS_240110324657_17144815522531,412118559820,1000,45414,Success
240110265631,NVS_240110265631_17144815776477,412118561078,1000,45414,Success
240110323352,NVS_240110323352_17144816665058,77927671399,1000,45414,Success
240110325106,NVS_240110325106_17144817155971,412118563707,1500,45414,Success
240110325085,NVS_240110325085_17144816843432,77927682555,500,45414,Success
240110148129,NVS_240110148129_17144818176998,77927686079,1000,45414,Success
240110323958,NVS_240110323958_17144818054224,77927686595,2000,45414,Success
240110007138,NVS_240110007138_17144818881631,77927692234,1500,45414,Success
240110248621,NVS_240110248621_17144820165501,412118569917,1000,45414,Success
240110313586,NVS_240110313586_17144820610375,412118571022,1000,45414,Success
240110138627,NVS_240110138627_17144821939131,412192270323,500,45414,Success
240110259302,NVS_240110259302_17144822379477,202448641144944,1000,45414,Success
240110167407,NVS_240110167407_17144821202571,412118574722,1000,45414,Success
240110325054,NVS_240110325054_17144822990852,412118577048,1000,45414,Success
240110306551,NVS_240110306551_17144824807431,412173774217,500,45414,Success
240110305324,NVS_240110305324_17144824997705,412118580238,500,45414,Success
240110323662,NVS_240110323662_17144826967293,412118584782,1000,45414,Success
240110324083,NVS_240110324083_17144826896705,412118585765,1500,45414,Success
240110331910,NVS_240110331910_17145029162127,412200958743,1000,45414,Success
240110331685,NVS_240110331685_17145034255913,202448798243798,1000,45414,Success
240110315183,NVS_240110315183_17143468982307,202448523480931,1000,45412,Success
240110315424,NVS_240110315424_17143472518652,412005861970,1000,45412,Success
240110259836,NVS_240110259836_17143474919189,412005862301,1000,45412,Success
240110316713,NVS_240110316713_17143479540147,412005862824,2000,45412,Success
240110211038,NVS_240110211038_17143480906807,202448575926666,500,45412,Success
240110316725,NVS_240110316725_17143481129837,77917281750,1000,45412,Success
240110267326,NVS_240110267326_17143484160691,412005863449,1000,45412,Success
240110310541,NVS_240110310541_17143491326846,412005864329,1000,45412,Success
240110305528,NVS_240110305528_17143493709927,77917311713,2000,45412,Success
240110274668,NVS_240110274668_17143495947628,77917315037,2000,45412,Success
240110316796,NVS_240110316796_17143499132424,412005865663,1500,45412,Success
240110207862,NVS_240110207862_17143499859716,412092624119,500,45412,Success
240110282835,NVS_240110282835_17143501350352,412005866462,500,45412,Success
240110316944,NVS_240110316944_17143503279348,77917328157,1000,45412,Success
240110314205,NVS_240110314205_17143504029966,832363864,500,45412,Success
240110313553,NVS_240110313553_17143506398792,202448574634873,500,45412,Success
240110316807,NVS_240110316807_17143507554466,202448574547639,1000,45412,Success
240110214075,NVS_240110214075_17143511051192,412006869052,1000,45412,Success
240110317064,NVS_240110317064_17143513164866,832365043,1000,45412,Success
240110244681,NVS_240110244681_17143514409988,202448525742128,1000,45412,Success
240110302525,NVS_240110302525_17143514520132,412006870261,1000,45412,Success
240110276237,NVS_240110276237_17143515638944,832365619,2000,45412,Success
240110316590,NVS_240110316590_17143518034602,412006871200,2000,45412,Success
240110157048,NVS_240110157048_17144144081989,412023821218,2000,45412,Success
240110154232,NVS_240110154232_17144143806447,412023821452,1000,45412,Success
240110233541,NVS_240110233541_17144144694209,77923340150,1000,45412,Success
240110306559,NVS_240110306559_17144145696155,412023822209,1000,45412,Success
240110279340,NVS_240110279340_17144148695220,202448507452807,1000,45412,Success
240110251124,NVS_240110251124_17144148419498,412023823907,1000,45412,Success
240110188577,NVS_240110188577_17144148532910,202448507472717,1000,45412,Success
240110072333,NVS_240110072333_17144148858903,202448507480956,1500,45412,Success
240110315335,NVS_240110315335_17144147409672,202448592481230,500,45412,Success
240110293903,NVS_240110293903_17144153301472,202448692270194,1000,45414,Success
240110295264,NVS_240110295264_17143134373213,411919622780,3000,45411,Success
240110307903,NVS_240110307903_17143144862331,411919640369,1000,45411,Success
240110263082,NVS_240110263082_17143144378198,411919640839,1000,45411,Success
240110307163,NVS_240110307163_17143146250802,411920642893,1500,45411,Success
240110300637,NVS_240110300637_17143146346400,411920643245,1000,45411,Success
240110295577,NVS_240110295577_17143147544526,77915700112,500,45411,Success
240110307111,NVS_240110307111_17143322669245,202448516229547,1000,45412,Success
240110315951,NVS_240110315951_17143324607818,448609706751,1000,45412,Success
240110315748,NVS_240110315748_17143328524620,412001844302,500,45412,Success
240110307849,NVS_240110307849_17143329813620,412001844615,1000,45412,Success
240110315730,NVS_240110315730_17143332690748,412081378761,500,45412,Success
240110311569,NVS_240110311569_17143332751761,412001845186,500,45412,Success
240110315891,NVS_240110315891_17143333356440,412032862786,1000,45412,Success
240110296898,NVS_240110296898_17143335984621,202448583168601,500,45412,Success
240110314048,NVS_240110314048_17143342893848,202448517245624,1000,45412,Success
240110061376,NVS_240110061376_17143348077546,412001848574,500,45412,Success
240110298033,NVS_240110298033_17143350843503,77917089074,1000,45412,Success
240110274032,NVS_240110274032_17143352995806,202448582334893,1000,45412,Success
240110316051,NVS_240110316051_17143353856727,202448582288443,1000,45412,Success
240110315438,NVS_240110315438_17143352097694,412001849396,1000,45412,Success
240110315879,NVS_240110315879_17143355339315,412001849637,1000,45412,Success
240110098528,NVS_240110098528_17143356349008,412001849678,1000,45412,Success
240110316132,NVS_240110316132_17143357348967,77917099432,4000,45412,Success
240110237466,NVS_240110237466_17143361129254,202448518087174,2000,45412,Success
240110117649,NVS_240110117649_17143363562833,77917110116,2000,45412,Success
240110249087,NVS_240110249087_17143368271309,202448581567829,1000,45412,Success
240110310264,NVS_240110310264_17143368764294,77917117312,1000,45412,Success
240110312794,NVS_240110312794_17143371417561,412002852023,500,45412,Success
240110316155,NVS_240110316155_17143374637728,77917127111,1000,45412,Success
240110316302,NVS_240110316302_17143377451299,202448581089641,1000,45412,Success
240110316257,NVS_240110316257_17143387595691,202448580565590,1000,45412,Success
240110316342,NVS_240110316342_17143401806874,77917158675,500,45412,Success
240110171343,NVS_240110171343_17143406516091,202448579620681,1000,45412,Success
240110095123,NVS_240110095123_17143410813337,412069366969,1000,45412,Success
240110298864,NVS_240110298864_17143416844616,412003856351,1000,45412,Success
240110312691,NVS_240110312691_17143430881321,412003857325,1000,45412,Success
240110315541,NVS_240110315541_17143449745504,448600324367,1000,45412,Success
240110077787,NVS_240110077787_17144562642579,412111108060,1000,45414,Success
240110292537,NVS_240110292537_17144563125981,412111108778,1000,45414,Success
240110323468,NVS_240110323468_17144564303819,412111110475,2000,45414,Success
240110322773,NVS_240110322773_17144564166583,202448628234807,1000,45414,Success
240110181147,NVS_240110181147_17144564891018,77925111799,5000,45414,Success
240110195169,NVS_240110195169_17144565083455,202448628267628,2000,45414,Success
240110286973,NVS_240110286973_17144565605502,412179931918,2000,45414,Success
240110049548,NVS_240110049548_17144564507540,412111113635,500,45414,Success
240110244237,NVS_240110244237_17144568047025,412111118329,1000,45414,Success
240110306865,NVS_240110306865_17144568606478,412111118791,1000,45414,Success
240110307389,NVS_240110307389_17144568627185,202448628455529,3000,45414,Success
240110312179,NVS_240110312179_17144569036788,412144932349,1000,45414,Success
240110078719,NVS_240110078719_17144568968095,202448671510327,1500,45414,Success
240110112106,NVS_240110112106_17144570612018,412111122599,1000,45414,Success
240110200328,NVS_240110200328_17144571109559,412110156944,1000,45414,Success
240110313929,NVS_240110313929_17144571379212,412111123900,2000,45414,Success
240110278676,NVS_240110278676_17144571095814,202448671375465,1000,45414,Success
240110304594,NVS_240110304594_17144573402002,77925203272,1000,45414,Success
240110227604,NVS_240110227604_17144574389489,412167838029,1500,45414,Success
240110268347,NVS_240110268347_17144573867860,412111129054,2000,45414,Success
240110126111,NVS_240110126111_17144574306565,412111129525,2000,45414,Success
240110226660,NVS_240110226660_17144574920980,412111130542,1000,45414,Success
240110306054,NVS_240110306054_17144575395056,412111665036,1500,45414,Success
240110315469,NVS_240110315469_17144575238212,412111131007,1000,45414,Success
240110312943,NVS_240110312943_17144574831815,77925226797,1000,45414,Success
240110301366,NVS_240110301366_17144576439781,412111133953,2000,45414,Success
240110093618,NVS_240110093618_17144576801116,412111134417,1500,45414,Success
240110322800,NVS_240110322800_17144577181107,20240430513797,500,45414,Success
240110305814,NVS_240110305814_17144577183659,412111134554,1000,45414,Success
240110183211,NVS_240110183211_17144577752655,412109329702,500,45414,Success
240110238297,NVS_240110238297_17144577303410,77925242077,1000,45414,Success
240110326625,NVS_240110326625_17144855511679,412119646831,1000,45414,Success
240110326634,NVS_240110326634_17144855736686,412119647938,500,45414,Success
240110326875,NVS_240110326875_17144856154801,202448657177344,500,45414,Success
240110326060,NVS_240110326060_17144855980623,77928086633,1000,45414,Success
240110326700,NVS_240110326700_17144856146548,412119648589,500,45414,Success
240110145566,NVS_240110145566_17144856548251,412103165333,500,45414,Success
240110318747,NVS_240110318747_17144856949583,412119651027,1000,45414,Success
240110276867,NVS_240110276867_17144857681031,412119652956,1000,45414,Success
240110097291,NVS_240110097291_17144857364040,412119653807,500,45414,Success
240110325161,NVS_240110325161_17144858460135,77928115354,2000,45414,Success
240110302810,NVS_240110302810_17144858214243,412119656161,1000,45414,Success
240110229659,NVS_240110229659_17144859721229,412148336595,1000,45414,Success
240110326242,NVS_240110326242_17144859427920,412119661217,1000,45414,Success
240110115389,NVS_240110115389_17144860739924,412119661389,1000,45414,Success
240110327019,NVS_240110327019_17144860767308,412119661828,500,45414,Success
240110326094,NVS_240110326094_17144860758045,412119662104,500,45414,Success
240110326927,NVS_240110326927_17144860994526,833450993,500,45414,Success
240110324793,NVS_240110324793_17144861119421,412119664547,1000,45414,Success
240110147752,NVS_240110147752_17144860393657,77928153915,500,45414,Success
240110325648,NVS_240110325648_17144861933389,202448643130874,2000,45414,Success
240110154669,NVS_240110154669_17144860359300,77928154393,500,45414,Success
240110310397,NVS_240110310397_17144862526221,77928167594,1000,45414,Success
240110327042,NVS_240110327042_17144863617117,202448643192575,1000,45414,Success
240110255111,NVS_240110255111_17144861099187,412119672446,1000,45414,Success
240110180161,NVS_240110180161_17144864427942,412106544008,500,45414,Success
240110326996,NVS_240110326996_17144863876070,77928185518,1000,45414,Success
240110314618,NVS_240110314618_17144864484178,202448643256311,500,45414,Success
240110201848,NVS_240110201848_17144864953734,448730217866,1000,45414,Success
240110319497,NVS_240110319497_17144863176113,412119674913,4000,45414,Success
240110326834,NVS_240110326834_17144865627824,412119677217,1000,45414,Success
240110144572,NVS_240110144572_17144866016179,202448643322353,500,45414,Success
240110270622,NVS_240110270622_17144866222872,77928207634,1000,45414,Success
240110326822,NVS_240110326822_17144866554143,77928212911,1000,45414,Success
240110255379,NVS_240110255379_17144867690184,412119682209,500,45414,Success
240110324906,NVS_240110324906_17144867921176,412119682739,2000,45414,Success
240110323802,NVS_240110323802_17144867407954,412119683230,500,45414,Success
240110326355,NVS_240110326355_17144866860421,412119684046,1000,45414,Success
240110326433,NVS_240110326433_17144868155605,77928228874,1000,45414,Success
240110326817,NVS_240110326817_17144868556130,412119685973,1000,45414,Success
240110315472,NVS_240110315472_17144868758864,412119685779,1000,45414,Success
240110311836,NVS_240110311836_17144868966450,412119685862,500,45414,Success
240110326120,NVS_240110326120_17144869187446,412119686114,1000,45414,Success
240110115378,NVS_240110115378_17144867300257,412119686303,1000,45414,Success
240110327122,NVS_240110327122_17144868964576,77928244872,2000,45414,Success
240110317584,NVS_240110317584_17144869725483,412119688534,1000,45414,Success
240110325714,NVS_240110325714_17144870049879,77928256199,1000,45414,Success
240110303299,NVS_240110303299_17144544200908,77924866719,1000,45414,Success
240110322988,NVS_240110322988_17144545128647,202448627282327,1000,45414,Success
240110286339,NVS_240110286339_17144545871258,412110078829,1000,45414,Success
240110264505,NVS_240110264505_17144547192522,448732222775,1500,45414,Success
240110325261,NVS_240110325261_17144827397738,412118586983,500,45414,Success
240110325298,NVS_240110325298_17144827488142,202448658569648,500,45414,Success
240110202362,NVS_240110202362_17137118685525,411220959932,1000,45404,Success
240110245798,NVS_240110245798_17137120855531,411220963225,1000,45404,Success
240110246551,NVS_240110246551_17137126896506,411220973178,500,45404,Success
240110246515,NVS_240110246515_17137129159327,829408150,500,45404,Success
240110201836,NVS_240110201836_17137129682059,411240984473,1000,45404,Success
240110246532,NVS_240110246532_17137133984164,411221984481,1000,45404,Success
240110246685,NVS_240110246685_17137136067325,77875287557,500,45404,Success
240110241169,NVS_240110241169_17137138641780,202447706949739,1000,45404,Success
240110260812,NVS_240110260812_17138743510339,411417678675,1000,45406,Success
240110261238,NVS_240110261238_17138743310298,411417679386,500,45406,Success
240110261288,NVS_240110261288_17138749626337,77887260877,1000,45406,Success
240110261438,NVS_240110261438_17138749806192,77887264993,1000,45406,Success
240110261086,NVS_240110261086_17138750385758,411417690032,1000,45406,Success
240110261391,NVS_240110261391_17138750616157,202447937544834,1000,45406,Success
240110257440,NVS_240110257440_17138751883669,411417693451,500,45406,Success
240110261435,NVS_240110261435_17138757873829,411418704062,500,45406,Success
240110261507,NVS_240110261507_17138759511889,411418706655,500,45406,Success
240110227096,NVS_240110227096_17138760461231,411453610010,1000,45406,Success
240110261511,NVS_240110261511_17138766136955,411418718611,1000,45406,Success
240110217980,NVS_240110217980_17138767810659,77887450713,500,45406,Success
240110191826,NVS_240110191826_17138769103364,411418723673,500,45406,Success
240110256465,NVS_240110256465_17138769447356,411418724931,1000,45406,Success
240110172328,NVS_240110172328_17138772363714,411418729889,500,45406,Success
240110236302,NVS_240110236302_17138775543408,411426270635,1500,45406,Success
240110260355,NVS_240110260355_17138779436714,411418742875,1000,45406,Success
240110253402,NVS_240110253402_17138782906998,411418748173,3000,45406,Success
240110228270,NVS_240110228270_17138786373975,411418755494,1000,45406,Success
240110199695,NVS_240110199695_17138786476478,411418756148,1000,45406,Success
240110261925,NVS_240110261925_17138788563874,411418758654,1000,45406,Success
240110162841,NVS_240110162841_17138790466099,202447960461891,2000,45406,Success
240110261843,NVS_240110261843_17138790866774,202447939571772,1000,45406,Success
240110043983,NVS_240110043983_17138793953426,411419771111,500,45406,Success
240110066901,NVS_240110066901_17138795358234,202447960213874,1000,45406,Success
240110262156,NVS_240110262156_17138797925909,411419777757,1000,45406,Success
240110258780,NVS_240110258780_17138799735496,77887758390,1500,45406,Success
240110259352,NVS_240110259352_17138800308332,411419782619,1000,45406,Success
240110262032,NVS_240110262032_17138801586763,202447959894894,1000,45406,Success
240110261583,NVS_240110261583_17138803191815,411419788141,500,45406,Success
240110260574,NVS_240110260574_17138802982920,411419788713,1000,45406,Success
240110262187,NVS_240110262187_17138802249500,77887794718,1000,45406,Success
240110256320,NVS_240110256320_17138803912811,411419789792,1000,45406,Success
240110226536,NVS_240110226536_17138805369112,411419793683,500,45406,Success
240110261271,NVS_240110261271_17138806611745,411419796451,1000,45406,Success
240110060943,NVS_240110060943_17138807304963,77887840353,500,45406,Success
240110225303,NVS_240110225303_17144562012414,412111106869,500,45414,Success
240110114283,NVS_240110114283_17132576641240,410714746271,1000,45400,Success
240110212668,NVS_240110212668_17132579861130,410714749663,500,45400,Success
240110212775,NVS_240110212775_17132580519053,410714750941,500,45400,Success
240110105350,NVS_240110105350_17132582773920,410714755538,500,45400,Success
240110212736,NVS_240110212736_17132585439584,410714760509,500,45400,Success
240110211886,NVS_240110211886_17132585863866,202447229372287,1500,45400,Success
240110212807,NVS_240110212807_17132586188251,202447229370348,500,45400,Success
240110212752,NVS_240110212752_17132587145792,410714763414,1000,45400,Success
240110182983,NVS_240110182983_17132600573951,202447230050315,500,45400,Success
240110212833,NVS_240110212833_17132600716130,410715786314,1500,45400,Success
240110212976,NVS_240110212976_17132604761392,77839154072,1000,45400,Success
240110213005,NVS_240110213005_17132611031120,410715804506,500,45400,Success
240110152314,NVS_240110152314_17132617099049,410780426091,1000,45400,Success
240110213198,NVS_240110213198_17132614207421,410715814919,1000,45400,Success
240110188457,NVS_240110188457_17132618567266,410715815536,2500,45400,Success
240110213166,NVS_240110213166_17132619535221,77839313111,500,45400,Success
240110213188,NVS_240110213188_17132621829432,410781233533,1000,45400,Success
240110169624,NVS_240110169624_17132622439007,77839339630,1000,45400,Success
240110113505,NVS_240110113505_17132634919069,410716839892,500,45400,Success
240110213389,NVS_240110213389_17132637334859,410716844268,500,45400,Success
240110213207,NVS_240110213207_17132637722025,827383394,500,45400,Success
240110161419,NVS_240110161419_17132645270622,410716857034,1000,45400,Success
240110109885,NVS_240110109885_17132650237199,410716863348,1000,45400,Success
240110213258,NVS_240110213258_17132652496758,202447267326273,1000,45400,Success
240110212407,NVS_240110212407_17132653701528,77839660315,1000,45400,Success
240110213603,NVS_240110213603_17132653524735,410716869593,500,45400,Success
240110244897,NVS_240110244897_17137045849597,411218820727,1000,45404,Success
240110236964,NVS_240110236964_17137051834156,411218830658,1000,45404,Success
240110243351,NVS_240110243351_17137051628915,77874320672,1000,45404,Success
240110242039,NVS_240110242039_17137053474568,829369184,1000,45404,Success
240110245618,NVS_240110245618_17137055178243,411218835623,500,45404,Success
240110245679,NVS_240110245679_17137056283913,411218837524,500,45404,Success
240110245702,NVS_240110245702_17137056569283,411218838477,1000,45404,Success
240110245740,NVS_240110245740_17137058188544,202447702940097,1000,45404,Success
240110061060,NVS_240110061060_17137057901158,411218842187,1000,45404,Success
240110245724,NVS_240110245724_17137058973077,411218842943,1000,45404,Success
240110245393,NVS_240110245393_17137063492831,411219850807,3000,45404,Success
240110244102,NVS_240110244102_17137065966285,411228926991,3000,45404,Success
240110097720,NVS_240110097720_17137064920781,411219855101,1500,45404,Success
240110245812,NVS_240110245812_17137066421655,IGARDVNHP7,500,45404,Success
240110240084,NVS_240110240084_17137067419603,202447796570682,1000,45404,Success
240110245921,NVS_240110245921_17137069973960,202447796437631,500,45404,Success
240110245840,NVS_240110245840_17137070436480,411219863668,1000,45404,Success
240110245904,NVS_240110245904_17137073476025,411219870708,1000,45404,Success
240110223187,NVS_240110223187_17137074645469,202447796195605,1000,45404,Success
240110245986,NVS_240110245986_17137075441426,411219873004,500,45404,Success
240110245697,NVS_240110245697_17137076745901,77874573995,2000,45404,Success
240110245888,NVS_240110245888_17137077614966,77874575159,1000,45404,Success
240110245911,NVS_240110245911_17137079028770,411219879788,1000,45404,Success
240110245987,NVS_240110245987_17137082721452,77874641193,1000,45404,Success
240110245982,NVS_240110245982_17137086974218,411219894914,1000,45404,Success
240110230989,NVS_240110230989_17137088651453,77874691672,1000,45404,Success
240110244474,NVS_240110244474_17137093206915,202447704685827,1000,45404,Success
240110246143,NVS_240110246143_17137093384687,411219910019,500,45404,Success
240110245485,NVS_240110245485_17137090934690,411219910964,1000,45404,Success
240110246188,NVS_240110246188_17137099609243,411220922423,500,45404,Success
240110246182,NVS_240110246182_17137100545944,829394419,1000,45404,Success
240110246187,NVS_240110246187_17137108487941,202447794540734,1000,45404,Success
240110221858,NVS_240110221858_17137108896099,829398150,1000,45404,Success
240110246372,NVS_240110246372_17137110015445,202447794443266,1000,45404,Success
240110243072,NVS_240110243072_17137113627600,411220949791,1000,45404,Success
240110333715,NVS_240110333715_17145494432949,412213420054,1000,45414,Success
240110303007,NVS_240110303007_17145511333453,412213453535,1000,45414,Success
240110122204,NVS_240110122204_17145545377649,412214519065,1000,45414,Success
240110332367,NVS_240110332367_17145557446610,834096246,1000,45414,Success
240110062288,NVS_240110062288_17145560078210,412225135080,2000,45414,Success
240110333078,NVS_240110333078_17145572351073,412215570981,1000,45414,Success
240110318762,NVS_240110318762_17145572920770,202448728679788,1500,45414,Success
240110335009,NVS_240110335009_17145575151755,412215574806,1000,45414,Success
240110331937,NVS_240110331937_17145577575302,412215578501,1000,45414,Success
240110337357,NVS_240110337357_17145577874661,412215578879,1000,45414,Success
240110336899,NVS_240110336899_17145577608195,412215579767,1000,45414,Success
240110337636,NVS_240110337636_17145578980400,202448771026214,500,45414,Success
240110337394,NVS_240110337394_17145579653810,77933856311,500,45414,Success
240110334615,NVS_240110334615_17145579394425,202448729011736,4000,45414,Success
240110281297,NVS_240110281297_17145581484142,77933876359,1500,45414,Success
240110281228,NVS_240110281228_17145582051119,202448770863072,1000,45414,Success
240110337544,NVS_240110337544_17145582094495,412215586233,1000,45414,Success
240110337837,NVS_240110337837_17145582155155,412215587541,1000,45414,Success
240110335189,NVS_240110335189_17145583307746,202448729188427,1000,45414,Success
240110337304,NVS_240110337304_17145584325831,412215590151,1000,45414,Success
240110334822,NVS_240110334822_17145584082806,77933902110,2000,45414,Success
240110285082,NVS_240110285082_17145585246726,412215591963,1000,45414,Success
240110335328,NVS_240110335328_17145585908214,412278724756,1000,45414,Success
240110297200,NVS_240110297200_17145584862328,202448770665685,1500,45414,Success
240110337611,NVS_240110337611_17145586457357,412215595354,1000,45414,Success
240110335839,NVS_240110335839_17145587470817,412215596026,1000,45414,Success
240110335578,NVS_240110335578_17145588057142,412215596351,1000,45414,Success
240110337852,NVS_240110337852_17145588158139,412215596469,500,45414,Success
240110336304,NVS_240110336304_17145588252351,77933940794,1000,45414,Success
240110337352,NVS_240110337352_17145588740408,412215598530,1000,45414,Success
240110337371,NVS_240110337371_17145589948051,412215599275,1000,45414,Success
240110337683,NVS_240110337683_17145589872733,77933962279,1000,45414,Success
240110337765,NVS_240110337765_17145591843115,412215603188,1000,45414,Success
240110336390,NVS_240110336390_17145592854711,412244442045,500,45414,Success
240110336000,NVS_240110336000_17145592224014,412215604242,1000,45414,Success
240110337546,NVS_240110337546_17145592328752,412215604478,1000,45414,Success
240110318033,NVS_240110318033_17145594188620,202448770220473,1000,45414,Success
240110334536,NVS_240110334536_17145597916290,202448729946956,1000,45414,Success
240110247412,NVS_240110247412_17139301710699,411509164594,1000,45407,Success
240110194443,NVS_240110194443_17139303974450,411509168299,1500,45407,Success
240110265139,NVS_240110265139_17139308034838,830364780,1000,45407,Success
240110265355,NVS_240110265355_17139328710065,202448016453074,1000,45407,Success
240110157065,NVS_240110157065_17139329799903,202448016533480,500,45407,Success
240110260623,NVS_240110260623_17139329955004,411510207203,1000,45407,Success
